//1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
131,132,132,132,132,132,132,132,132,132,132,132,132,132,132,774,775,132,774,775,132,132,132,132,132,132,132,132,132,132,20,21
133,134,135,840,841,844,844,844,845,846,843,844,840,841,842,843,844,843,806,807,844,844,844,841,844,844,844,845,846,847,17,18
165,166,167,872,873,876,876,876,877,878,875,876,872,873,874,875,876,875,838,839,876,876,876,873,876,876,876,877,878,879,49,50
197,198,199,904,905,908,908,908,909,910,907,908,904,905,906,907,908,907,870,871,908,908,908,905,908,908,908,909,910,911,81,82
229,230,768,769,770,768,768,770,768,769,800,800,768,769,770,770,768,768,902,903,768,768,768,768,768,768,768,769,770,768,113,114
195,196,800,801,802,800,801,802,800,801,802,800,800,801,802,802,800,800,801,802,800,801,802,800,801,802,800,801,802,800,210,211
227,228,832,833,834,832,833,834,832,833,834,832,832,833,834,834,832,832,833,834,832,833,834,832,833,834,832,833,834,832,86,87
0,1,768,769,770,768,769,770,768,769,770,768,769,770,768,769,770,768,769,770,768,769,770,768,769,770,768,769,770,768,118,119
32,33,800,801,802,800,801,802,800,801,802,800,801,802,800,801,802,800,801,802,800,801,802,800,801,802,800,801,802,800,150,151
64,65,832,833,834,832,833,834,832,833,834,832,833,834,832,833,834,832,833,834,832,833,834,832,833,834,832,833,834,832,182,183
96,97,768,769,770,768,769,770,768,769,770,768,769,770,768,769,770,768,769,770,768,769,770,768,769,770,768,769,770,768,214,215
128,129,800,801,802,800,801,802,800,801,802,800,801,802,800,801,802,800,801,802,800,801,802,800,801,802,800,801,802,800,116,117
160,161,832,833,834,832,833,834,832,833,834,832,833,834,832,833,834,832,833,834,832,833,834,832,833,834,832,833,834,832,148,149
192,193,768,769,770,768,769,770,768,769,770,768,769,770,768,769,770,768,769,770,768,769,770,768,769,770,768,769,770,768,180,181
224,225,800,801,802,800,801,802,800,801,802,800,801,802,800,801,802,800,801,802,800,801,802,800,801,802,800,801,802,800,212,213
0,1,832,833,834,832,833,834,832,833,834,832,833,834,832,833,834,832,833,834,832,833,834,832,833,834,832,833,834,832,146,147
32,33,768,769,770,768,769,770,768,769,770,768,769,770,768,769,770,768,769,770,768,769,770,768,769,770,768,769,770,768,178,179
64,65,800,801,802,800,801,802,800,801,802,800,801,802,800,801,802,800,801,802,800,801,802,800,801,802,800,801,802,800,210,211
96,97,832,833,834,832,833,834,832,833,834,832,833,834,832,833,834,832,833,834,832,833,834,832,833,834,832,833,834,832,54,55
195,196,768,769,770,768,769,770,768,769,770,768,769,770,768,769,770,768,769,770,768,769,770,768,769,770,768,769,770,768,86,87
227,228,800,801,802,800,801,802,800,801,802,800,801,802,800,801,802,800,801,802,800,801,802,800,801,802,800,801,802,800,118,119
192,193,832,833,834,832,833,834,832,833,834,832,833,834,832,833,834,832,833,834,832,833,834,832,833,834,832,833,834,832,150,151
224,225,768,769,770,768,769,770,768,769,770,768,769,770,768,769,770,768,769,770,768,769,770,768,769,770,768,769,770,768,182,183
208,209,800,801,802,800,801,802,800,801,802,800,801,802,800,801,802,800,801,802,800,801,802,800,801,802,800,801,802,800,214,215
240,241,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,246,247
